pl_name,pl_orbper,pl_rade,pl_eqt,pl_insol,st_teff,st_logg,st_rad,sy_vmag,ra,dec,confirmation_status
,103.722152,1.95,414.0,6.92,5784.0,4.33,1.143,14.775,298.11356,41.712749,CANDIDATE
,32.5474295,1.42,618.0,34.42,6068.0,4.384,1.061,14.564,296.87976,40.45536,CANDIDATE
Kepler-1697 b,33.4969115,2.97,630.0,37.3,4928.0,3.966,1.688,13.354,287.66339,43.471451,CONFIRMED
,411.8969,2.61,279.0,1.43,6362.0,4.408,1.144,14.452,295.18872,39.01865,CANDIDATE
,127.671711,5.52,519.0,17.13,4985.0,3.534,2.633,13.832,296.35797,39.078579,CANDIDATE
,115.23145073,,,,,,,15.879,293.29913,39.188389,CANDIDATE
,349.58811,134.79,1351.0,787.87,3860.0,0.949,74.32,12.989,295.16342,39.180187,CANDIDATE
,1.680254289,30.88,1996.0,3753.6,6423.0,4.121,1.246,12.075,298.7175,40.541969,CANDIDATE
,151.13008,4.41,578.0,26.4,6768.0,3.844,2.302,11.867,299.38071,40.535671,CANDIDATE
,258.63797782,,,,,,,15.594,282.9101,40.646519,CANDIDATE
,628.15844,0.95,101.0,0.03,3697.0,4.829,0.423,13.347,284.19696,40.641251,CANDIDATE
,263.90141,23.91,562.0,23.6,5094.0,3.126,6.247,13.485,284.98364,41.881351,CANDIDATE
,18.7821603,0.83,681.0,50.97,5919.0,4.488,0.94,14.043,291.76413,41.86013,CANDIDATE
,389.316341,27.61,245.0,0.86,5731.0,4.44,0.958,14.57,291.89035,41.816818,CANDIDATE
,3.98916186,28.1,3293.0,27838.74,4998.0,2.524,16.187,13.56,287.33041,41.974899,CANDIDATE
Kepler-1926 b,42.8774169,2.67,451.0,9.8,5256.0,4.483,0.832,15.654,291.19882,44.166241,CONFIRMED
,190.800788,1.67,321.0,2.51,5993.0,4.489,0.986,14.322,293.62357,42.129639,CANDIDATE
Kepler-460 c,220.142913,5.94,389.0,5.4,6340.0,4.163,1.393,13.771,288.47485,40.65136,CONFIRMED
,29.6094263,2.87,789.0,91.56,6079.0,4.059,1.783,14.385,284.66583,39.252041,CANDIDATE
,161.537665,1.37,400.0,6.04,6033.0,4.218,1.358,12.426,289.8313,39.278,CANDIDATE
,209.967521,1.16,344.0,3.29,6437.0,4.439,1.042,12.489,287.87424,40.630409,CANDIDATE
,369.73011,1.66,274.0,1.34,6283.0,4.453,0.999,13.976,288.85123,40.692589,CANDIDATE
,21.3684341,1.72,551.0,21.86,5204.0,4.515,0.786,15.47,290.20547,40.66993,CANDIDATE
,29.5632952,1.9,527.0,18.23,5595.0,4.562,0.828,15.684,288.12735,41.952801,CANDIDATE
,181.81214,2.04,324.0,2.6,6060.0,4.509,0.925,14.94,290.15829,41.98978,CANDIDATE
,435.50635,2.06,225.0,0.61,5750.0,4.538,0.882,15.667,290.20068,41.946289,CANDIDATE
,525.560452,12.74,359.0,3.92,4954.0,3.408,3.796,13.795,290.21606,41.954571,CANDIDATE
,95.688682,28.41,1046.0,283.07,5040.0,2.681,13.056,13.933,291.69196,36.881409,CANDIDATE
,38.168652,1.4,696.0,55.36,6164.0,4.117,1.465,13.195,290.75626,37.089809,CANDIDATE
,69.089357,1.47,332.0,2.87,4848.0,4.581,0.698,15.572,290.87305,37.362179,CANDIDATE
Kepler-1624 b,3.290304098,4.91,540.0,20.06,3386.0,4.81,0.427,15.669,292.57986,37.376411,CONFIRMED
,40.9882124,1.44,657.0,43.98,6705.0,4.328,1.174,13.006,293.24701,39.236691,CANDIDATE
,138.333748,6.28,488.0,13.45,4948.0,3.588,2.547,13.419,284.63876,39.355179,CANDIDATE
,22.4932751,6.04,1183.0,463.56,5186.0,3.273,4.98,11.4,288.87198,40.767059,CANDIDATE
,215.732414,1.26,292.0,1.72,5790.0,4.479,0.856,13.372,290.43491,40.777241,CANDIDATE
Kepler-1626 b,4.13960513,1.24,1352.0,789.48,6535.0,4.373,1.181,14.275,296.50043,40.72123,CONFIRMED
,8.0906952,0.8,811.0,102.43,5374.0,4.495,0.902,14.441,297.42578,41.932991,CANDIDATE
,188.954072,2.46,468.0,11.36,6392.0,3.967,1.899,13.039,288.28122,42.072079,CANDIDATE
,579.81521,2.71,218.0,0.53,5822.0,4.449,0.969,14.473,292.48621,37.404339,CANDIDATE
,19.12788374,,,,,,,15.892,291.06418,37.535751,CANDIDATE
,493.74242,7.15,358.0,3.9,5015.0,3.429,3.243,12.518,285.34329,39.413849,CANDIDATE
,9.942228056,22.15,740.0,70.93,5268.0,4.475,0.843,14.099,298.64252,42.092831,CANDIDATE
,22.2903562,1.13,632.0,37.67,5597.0,4.418,1.0,13.993,286.52942,42.167511,CANDIDATE
,55.180772,2.37,531.0,18.79,6306.0,4.426,1.076,15.551,293.22018,37.610699,CANDIDATE
,84.6405853,1.72,271.0,1.27,4386.0,4.629,0.63,15.16,290.24103,37.785221,CANDIDATE
,15.2024426,113.97,2955.0,18026.22,3984.0,1.461,41.367,13.297,286.0947,37.846722,CANDIDATE
,110.089267,2.4,322.0,2.54,5465.0,4.6,0.75,15.792,293.51175,39.528271,CANDIDATE
,219.931324,2.3,279.0,1.43,5557.0,4.5,0.912,14.254,295.1868,39.575691,CANDIDATE
,385.29212,1.57,290.0,1.68,6440.0,4.355,1.053,13.086,296.4227,39.579391,CANDIDATE
,455.195496,2.09,290.0,1.67,6478.0,4.29,1.209,12.376,299.28336,40.834389,CANDIDATE
,50.55398,0.94,367.0,4.29,4895.0,4.609,0.687,14.867,289.22729,40.94949,CANDIDATE
,200.2350497,10.99,325.0,2.63,6108.0,4.471,0.997,15.392,298.64493,42.285831,CANDIDATE
,31.5034587,1.17,484.0,13.02,5269.0,4.567,0.823,15.164,293.66772,42.320541,CANDIDATE
,22.2381062,1.09,702.0,57.27,6192.0,4.433,1.055,14.296,295.23825,42.322361,CANDIDATE
,20.5477769,1.67,690.0,53.65,5922.0,4.429,1.057,15.529,296.10648,42.354279,CANDIDATE
,180.4118581,8.86,329.0,2.77,6032.0,4.485,0.973,15.656,293.16476,39.631561,CANDIDATE
,392.47291,5.46,442.0,9.04,6626.0,3.728,2.704,12.361,298.92667,40.970451,CANDIDATE
,581.729006,2.74,308.0,2.12,5765.0,3.837,2.005,12.362,293.31863,38.005466,CANDIDATE
,56.001782,1.54,584.0,27.51,6116.0,4.178,1.332,13.228,289.09619,39.827278,CANDIDATE
,69.932459,8.25,812.0,102.62,5207.0,3.298,5.183,13.809,293.05536,39.840069,CANDIDATE
Kepler-1625 b,287.377314,11.67,350.0,3.56,5548.0,3.964,1.793,15.756,295.42935,39.886539,CONFIRMED
,535.93723,1.83,227.0,0.63,6014.0,4.494,0.958,14.679,292.55951,41.090012,CANDIDATE
,313.051405,2.91,310.0,2.2,6218.0,4.322,1.185,12.842,284.66022,41.10894,CANDIDATE
,18.9828305,0.72,707.0,59.15,5962.0,4.443,1.035,13.048,285.68912,41.18961,CANDIDATE
,357.437578,3.13,422.0,7.53,7610.0,4.127,1.862,13.723,298.45322,42.1101,CANDIDATE
,215.634356,1.92,404.0,6.28,6163.0,4.06,1.568,13.793,298.95654,42.156315,CANDIDATE
,30.928898,8.1,1051.0,288.95,5029.0,3.237,5.127,13.907,283.97293,42.276588,CANDIDATE
,293.392635,6.84,428.0,7.93,5203.0,3.489,3.055,13.705,287.90686,42.208721,CANDIDATE
,5.43361347,2.09,548.0,21.27,3694.0,4.686,0.566,15.808,291.55667,42.214169,CANDIDATE
,47.82278681,,,,,,,14.395,292.07803,38.153831,CANDIDATE
,348.96347,2.04,198.0,0.36,4823.0,4.564,0.792,15.325,294.0845,38.156319,CANDIDATE
,59.4037839,1.65,570.0,24.93,6373.0,4.256,1.209,11.679,287.04688,38.231617,CANDIDATE
,43.581043,1.94,558.0,22.89,6225.0,4.45,1.031,15.63,292.47034,38.394341,CANDIDATE
,327.063,2.82,248.0,0.89,5750.0,4.538,0.882,15.941,295.62579,39.824638,CANDIDATE
,651.07431,1.55,234.0,0.71,5696.0,4.218,1.261,12.524,297.50919,39.88802,CANDIDATE
,49.1782244,1.79,468.0,11.32,5674.0,4.473,0.839,15.527,283.67819,39.964279,CANDIDATE
,271.790292,2.38,354.0,3.72,6484.0,4.258,1.32,13.887,291.10825,39.955681,CANDIDATE
,3.5645249,0.6,1029.0,265.37,5435.0,4.578,0.824,12.936,287.00836,41.289101,CANDIDATE
,48.2455501,0.64,449.0,9.61,5441.0,4.481,0.827,12.429,290.0495,41.250359,CANDIDATE
,377.311149,2.56,243.0,0.83,5897.0,4.531,0.891,15.495,293.46365,41.290939,CANDIDATE
,265.741374,3.24,413.0,6.9,6537.0,4.044,1.859,13.491,286.79755,42.42091,CANDIDATE
,470.65357,2.99,238.0,0.75,6039.0,4.493,0.951,15.07,289.04572,42.446758,CANDIDATE
,15.18575582,2.26,922.0,170.46,6311.0,4.207,1.339,12.493,282.29132,42.545509,CANDIDATE
,59.14382117,,,,,,,13.815,293.20349,38.341801,CANDIDATE
,26.092284,1.35,717.0,62.57,6346.0,4.362,1.214,13.98,290.9241,38.438339,CANDIDATE
,47.0628978,4.1,483.0,12.9,5838.0,4.529,0.897,15.706,294.63104,38.404549,CANDIDATE
,100.345648,1.57,325.0,2.62,5180.0,4.548,0.8,14.855,288.34174,40.09639,CANDIDATE
,111.187116,1.51,440.0,8.86,5806.0,4.168,1.281,12.709,288.9306,40.057339,CANDIDATE
,27.765596,1.2,605.0,31.66,5897.0,4.476,0.999,15.197,297.26181,41.255508,CANDIDATE
,367.6758,2.77,271.0,1.27,6140.0,4.455,1.048,15.343,283.51559,41.335819,CANDIDATE
,354.21154,8.41,363.0,4.12,4842.0,3.562,3.035,13.682,284.3486,41.319389,CANDIDATE
,171.028691,2.49,376.0,4.72,6123.0,4.332,1.252,14.892,285.17563,41.342499,CANDIDATE
,624.90338,2.77,320.0,2.48,7089.0,4.148,1.729,13.62,294.86414,38.480183,CANDIDATE
,25.5338535,1.18,410.0,6.66,4445.0,4.63,0.635,15.573,285.5293,38.548141,CANDIDATE
,339.18998,2.75,253.0,0.96,5544.0,4.402,0.966,15.278,286.59076,38.5583,CANDIDATE
,349.73652,2.32,216.0,0.52,5310.0,4.582,0.796,15.466,290.94846,38.56591,CANDIDATE
,436.18813,1.64,331.0,2.84,6499.0,4.084,1.497,13.026,289.35559,40.068352,CANDIDATE
,21.1579573,1.63,682.0,51.22,6063.0,4.476,1.012,15.531,290.12497,40.098381,CANDIDATE
,169.330666,16.68,698.0,56.11,5106.0,3.006,7.052,13.743,296.01852,40.087151,CANDIDATE
,249.35154,4.42,289.0,1.65,5780.0,4.438,1.0,13.931,289.18372,41.343376,CANDIDATE
,371.56492,1.89,259.0,1.06,5735.0,4.351,0.972,14.058,289.34515,41.36478,CANDIDATE
,546.53309,1.03,94.0,0.02,3434.0,4.892,0.36,15.347,289.81567,41.396439,CANDIDATE
,364.63189,2.06,298.0,1.86,6446.0,4.381,1.155,14.425,290.39862,41.351559,CANDIDATE
,330.738115,4.42,375.0,4.7,5458.0,3.755,2.453,13.381,292.16544,41.329342,CANDIDATE
,78.876125,2.03,427.0,7.86,6046.0,4.509,0.927,15.819,292.74023,41.37896,CANDIDATE
,444.04257,1.48,211.0,0.47,5776.0,4.622,0.726,14.795,290.3548,38.672531,CANDIDATE
,211.330867,2.09,300.0,1.92,5941.0,4.519,0.911,15.27,292.4809,38.654121,CANDIDATE
,105.5904748,8.16,670.0,47.59,4869.0,3.193,4.383,11.653,298.76041,40.052792,CANDIDATE
,550.86514,2.06,238.0,0.76,5912.0,4.367,1.115,13.093,298.39798,41.314892,CANDIDATE
,380.39474,1.84,224.0,0.6,5772.0,4.608,0.745,15.326,289.20016,41.430752,CANDIDATE
,12.5747207,1.45,693.0,54.46,5654.0,4.59,0.774,15.133,293.77448,38.654381,CANDIDATE
,33.3726538,1.95,491.0,13.7,5504.0,4.583,0.796,15.986,296.01883,40.108009,CANDIDATE
,143.163697,20.03,741.0,71.41,5145.0,3.05,7.653,12.644,297.78833,40.130909,CANDIDATE
Kepler-1627 b,7.20281185,3.06,794.0,93.79,5388.0,4.56,0.717,13.028,284.05667,41.576729,CONFIRMED
,282.0309,3.22,315.0,2.32,6343.0,4.411,1.137,14.81,289.5257,41.500488,CANDIDATE
,179.25465,1.35,301.0,1.94,5692.0,4.496,0.82,15.142,289.82709,41.524811,CANDIDATE
,65.752109,2.0,458.0,10.36,5816.0,4.432,1.03,15.478,291.65906,38.712158,CANDIDATE
,59.9655175,1.92,481.0,12.67,5729.0,4.372,1.105,14.647,291.82471,38.779911,CANDIDATE
,112.951287,15.19,783.0,88.86,5215.0,3.073,6.428,13.446,291.78705,38.863152,CANDIDATE
,103.363691,2.0,385.0,5.19,5762.0,4.461,1.022,14.505,292.5578,38.8503,CANDIDATE
,276.879492,11.67,260.0,1.08,5324.0,4.396,0.966,15.772,290.2984,40.287842,CANDIDATE
,418.04355,13.73,463.0,10.83,5110.0,3.184,5.469,13.637,294.84802,40.240879,CANDIDATE
,370.05918,1.9,206.0,0.43,5228.0,4.592,0.751,15.612,284.46585,40.314941,CANDIDATE
,19.4534296,1.25,744.0,72.59,6372.0,4.453,1.015,14.518,291.50589,41.550388,CANDIDATE
,232.916142,1.2,361.0,4.02,5807.0,4.108,1.496,10.926,284.59164,41.639271,CANDIDATE
Kepler-62 f,267.282521,1.43,207.0,0.44,4926.0,4.653,0.662,13.725,283.21274,45.349861,CONFIRMED
Kepler-354 c,16.9348104,1.31,508.0,15.77,4650.0,4.589,0.706,15.549,285.75146,41.33564,CONFIRMED
,44.7055876,72.59,509.0,15.83,5942.0,4.506,0.938,15.253,289.84286,38.309601,CANDIDATE
,57.3888262,1.88,406.0,6.41,5242.0,4.512,0.856,14.803,296.55005,49.102322,CANDIDATE
,126.51457638,,,,,,,12.5,294.12369,38.81583,CANDIDATE
,14.5168151,1.82,1030.0,265.78,5934.0,3.945,1.885,13.698,294.36734,38.846889,CANDIDATE
,359.98653,1.76,200.0,0.38,5171.0,4.626,0.677,15.155,286.23233,38.991749,CANDIDATE
,573.23826,6.93,338.0,3.09,5172.0,3.534,3.264,13.815,290.09991,40.386581,CANDIDATE
,314.765374,2.0,217.0,0.53,5228.0,4.6,0.755,15.578,290.93436,40.358158,CANDIDATE
,438.98396,32.58,599.0,30.43,5053.0,2.77,11.706,12.356,298.19696,41.650452,CANDIDATE
Kepler-389 c,14.5123622,2.08,636.0,38.6,5094.0,4.469,0.87,15.77,291.95999,44.900021,CONFIRMED
,288.07937,3.01,269.0,1.25,5825.0,4.504,0.965,15.212,294.90323,38.95647,CANDIDATE
,198.895864,3.33,264.0,1.14,5184.0,4.502,0.808,15.805,284.54691,40.468529,CANDIDATE
,52.69092296,,,,,,,12.358,285.14172,41.711552,CANDIDATE
,37.71508287,,,,,,,15.294,285.62076,41.73806,CANDIDATE
,5.1779065,2.93,1636.0,1692.64,5921.0,3.766,2.589,14.326,286.65286,41.756142,CANDIDATE
,474.22897,2.0,225.0,0.6,5818.0,4.523,0.925,15.322,290.38223,41.757408,CANDIDATE
,371.50631,2.88,242.0,0.8,5696.0,4.491,0.924,15.392,290.39795,41.75079,CANDIDATE
Kepler-1454 b,47.0320478,1.98,492.0,13.83,5370.0,4.337,1.055,14.904,284.22333,48.831772,CONFIRMED
,117.26808432,,,,,,,12.501,295.35132,38.92704,CANDIDATE
,62.312419,6.15,838.0,116.69,4999.0,3.243,5.615,13.172,291.82446,39.00618,CANDIDATE
,426.942225,2.32,187.0,0.29,5126.0,4.623,0.669,15.218,288.78986,45.727459,CANDIDATE
,83.499618,1.72,343.0,3.29,5141.0,4.526,0.773,15.726,292.64258,45.732342,CANDIDATE
,91.507044,1.43,302.0,1.97,5040.0,4.635,0.626,14.969,296.05667,45.76976,CANDIDATE
,188.664098,2.02,232.0,0.68,4788.0,4.599,0.672,15.545,298.3862,45.764229,CANDIDATE
,75.636309,1.32,447.0,9.45,6072.0,4.467,0.994,13.825,281.32047,47.214809,CANDIDATE
,492.23808,2.19,209.0,0.45,5609.0,4.546,0.854,15.502,284.0925,47.251381,CANDIDATE
,198.6004,4.6,458.0,10.45,5357.0,3.641,2.522,13.183,288.47318,47.247921,CANDIDATE
,5.71966537,0.82,1479.0,1131.75,6356.0,3.985,1.865,11.331,296.65967,43.27029,CANDIDATE
,201.621794,2.02,309.0,2.14,5919.0,4.483,0.923,15.169,296.19122,44.542122,CANDIDATE
,24.6777128,6.04,1176.0,451.88,4995.0,3.118,5.058,13.434,300.83527,44.560661,CANDIDATE
,113.05980069,,,,,,,13.43,300.90146,44.597328,CANDIDATE
,54.6957124,3.28,405.0,6.34,5299.0,4.535,0.757,13.823,299.81772,45.709164,CANDIDATE
,169.84787744,,,,,,,12.687,286.12247,45.84251,CANDIDATE
,284.699924,2.0,293.0,1.74,6054.0,4.425,1.028,14.403,288.02945,45.800098,CANDIDATE
,402.20969,10.03,452.0,9.86,4961.0,3.131,4.649,13.66,299.03528,45.869289,CANDIDATE
,584.55603,6.69,354.0,3.73,5208.0,3.458,3.62,11.367,291.36295,47.328709,CANDIDATE
,70.31252504,,,,,,,14.942,281.88324,47.41605,CANDIDATE
,69.775633,1.19,480.0,12.52,6224.0,4.413,0.983,14.333,291.63892,47.474972,CANDIDATE
,58.5029431,1.54,611.0,33.01,6525.0,4.215,1.412,13.048,296.6608,43.275089,CANDIDATE
,415.748785,3.24,283.0,1.51,5324.0,4.027,1.534,14.03,298.03403,43.228271,CANDIDATE
,24.1527864,0.97,701.0,57.15,6223.0,4.392,1.095,13.664,282.98114,43.300407,CANDIDATE
,11.1734401,1.4,1279.0,632.06,7372.0,4.142,1.752,13.335,287.93747,43.377659,CANDIDATE
,428.379308,2.0,236.0,0.74,5574.0,4.381,0.953,14.105,294.51031,43.322319,CANDIDATE
,392.72811,1.85,226.0,0.62,5701.0,4.558,0.815,15.033,286.11234,44.657581,CANDIDATE
,374.05697,2.34,209.0,0.45,5302.0,4.595,0.771,15.583,286.29144,44.658772,CANDIDATE
,339.633833,2.04,250.0,0.93,5823.0,4.522,0.901,14.699,286.80566,44.63987,CANDIDATE
,140.884533,1.52,392.0,5.6,5960.0,4.306,1.213,13.06,285.60675,45.990318,CANDIDATE
,100.494129,1.33,523.0,17.64,6018.0,4.036,1.75,11.484,287.3548,45.948662,CANDIDATE
,182.453195,1.26,332.0,2.89,6164.0,4.483,0.927,13.872,289.02255,45.926022,CANDIDATE
,383.26217,1.57,203.0,0.4,5074.0,4.536,0.761,14.06,283.46307,47.5546,CANDIDATE
,178.266978,3.71,241.0,0.8,4899.0,4.624,0.713,15.518,287.29132,47.598251,CANDIDATE
,30.9771151,4.3,950.0,192.79,5197.0,3.453,3.784,13.785,283.58612,47.633739,CANDIDATE
,19.11280242,,,,,,,15.952,287.11761,47.61618,CANDIDATE
Kepler-1628 b,76.377855,6.28,240.0,0.78,3869.0,4.674,0.584,16.595,281.6337,43.411579,CONFIRMED
,14.2673439,1.21,657.0,44.12,5475.0,4.567,0.837,15.181,289.72818,43.488239,CANDIDATE
,360.64485255,,,,,,,13.579,293.41537,43.41761,CANDIDATE
,541.04472,1.08,206.0,0.43,5829.0,4.575,0.802,13.607,295.59698,44.613892,CANDIDATE
,514.271499,3.01,258.0,1.04,6343.0,4.411,1.137,14.848,295.97278,44.645088,CANDIDATE
,571.14302,2.22,210.0,0.46,5751.0,4.514,0.943,14.851,296.9707,44.61042,CANDIDATE
,540.39267,3.63,206.0,0.42,5693.0,4.551,0.856,15.959,287.08969,44.792,CANDIDATE
,190.905243,1.73,356.0,3.81,6098.0,4.321,1.131,13.574,296.97369,45.995209,CANDIDATE
,20.5142642,1.14,598.0,30.28,5221.0,4.422,0.936,14.9,288.13684,46.03838,CANDIDATE
,495.854189,2.41,230.0,0.67,5613.0,4.378,1.044,14.712,292.03522,47.684391,CANDIDATE
,318.25858,2.03,212.0,0.48,5108.0,4.596,0.759,15.714,297.69525,47.605862,CANDIDATE
,184.883155,2.82,393.0,5.65,5620.0,4.036,1.621,13.609,284.43692,47.750332,CANDIDATE
,11.006795,1.34,874.0,138.34,6091.0,4.424,1.047,15.355,287.37808,47.771191,CANDIDATE
,177.37583,1.96,314.0,2.29,5849.0,4.517,0.919,15.609,292.11447,47.729462,CANDIDATE
,366.55705,2.63,266.0,1.18,5857.0,4.403,1.1,15.2,294.81995,43.471111,CANDIDATE
,39.42516213,,,,,,,15.72,296.47906,43.409382,CANDIDATE
,124.887214,1.78,435.0,8.48,6103.0,4.209,1.234,13.701,297.29047,43.467789,CANDIDATE
,295.958914,2.1,265.0,1.17,5505.0,4.386,0.992,13.344,298.13864,44.744061,CANDIDATE
,120.938669,2.32,333.0,2.91,5456.0,4.477,0.843,15.54,298.23279,44.756432,CANDIDATE
,362.22202,0.96,312.0,2.25,6113.0,4.168,1.277,11.189,300.39194,44.78532,CANDIDATE
,631.99116,1.86,210.0,0.46,5594.0,4.387,1.006,13.415,301.50656,44.711842,CANDIDATE
,557.92882,2.97,300.0,1.92,5553.0,3.805,1.844,13.263,292.50098,46.037479,CANDIDATE
,77.51257,28199.3,702.0,57.44,5261.0,3.459,3.63,15.677,294.69092,46.06662,CANDIDATE
,46.969389,7.45,638.0,39.27,5401.0,3.885,1.717,16.224,294.69489,46.077,CANDIDATE
,206.801125,24.34,675.0,48.97,5048.0,2.978,8.611,11.128,295.87292,46.014462,CANDIDATE
,14.0019064,17.96,1646.0,1736.43,4883.0,2.783,6.502,13.814,297.59805,46.04377,CANDIDATE
,525.757041,11.07,372.0,4.52,5277.0,3.495,3.931,14.519,297.8389,47.751709,CANDIDATE
,313.82752,1.26,272.0,1.28,5914.0,4.453,0.973,12.355,297.87003,47.771091,CANDIDATE
,236.09799849,,,,,,,14.466,298.49625,47.738918,CANDIDATE
,425.593391,2.25,278.0,1.41,5458.0,4.09,1.441,13.766,282.68713,47.816978,CANDIDATE
,43.08410127,,,,,,,13.782,288.41895,43.534599,CANDIDATE
,237.819002,2.55,302.0,1.98,5878.0,4.424,1.035,14.573,294.30466,43.509701,CANDIDATE
,581.87357,2.96,218.0,0.53,5897.0,4.489,0.992,15.738,294.6467,43.577499,CANDIDATE
,15.9961296,1.71,560.0,23.32,4949.0,4.588,0.777,15.951,296.18665,43.581379,CANDIDATE
,213.63312404,,,,,,,13.885,288.14142,43.685799,CANDIDATE
,7.62210397,3.8,1422.0,965.88,5222.0,3.556,3.162,13.629,300.00098,44.828499,CANDIDATE
,0.9886684,3.18,3183.0,24258.04,6456.0,3.725,2.773,12.551,286.29129,44.920082,CANDIDATE
,14.5555096,2.03,594.0,29.45,5176.0,4.612,0.738,16.897,294.35034,46.14957,CANDIDATE
,114.12716,2.76,295.0,1.79,4816.0,4.508,0.823,15.983,295.18097,46.179401,CANDIDATE
,17.0497376,45.89,1971.0,3566.8,5039.0,2.587,14.954,13.582,295.85934,46.117008,CANDIDATE
,2.64181261,0.59,834.0,114.08,4147.0,4.601,0.683,14.137,285.63629,46.247269,CANDIDATE
,583.8531,1.97,196.0,0.35,5591.0,4.559,0.86,14.857,293.91037,48.192081,CANDIDATE
,72.782432,11.19,924.0,172.28,5099.0,3.021,7.317,13.628,296.5499,48.186661,CANDIDATE
,10.552241908,1.75,485.0,13.12,4031.0,4.666,0.585,15.712,297.45166,48.15691,CANDIDATE
,440.171272,5.97,334.0,2.96,6261.0,4.001,1.679,13.014,286.59122,48.220268,CANDIDATE
,37.537859,1.77,583.0,27.38,6095.0,4.429,1.082,15.769,289.21732,48.204311,CANDIDATE
,474.96952,2.44,249.0,0.91,6287.0,4.473,0.962,15.087,290.57974,48.214218,CANDIDATE
,74.624063,1.75,448.0,9.49,6187.0,4.499,0.937,15.335,291.07666,43.61208,CANDIDATE
,416.9504,7.35,377.0,4.77,5751.0,3.708,2.611,12.692,299.34103,43.643162,CANDIDATE
Kepler-1633 b,62.134919,6.71,925.0,172.96,5889.0,3.358,4.912,13.435,288.5152,44.923229,CONFIRMED
,574.65297,2.28,196.0,0.35,5596.0,4.553,0.821,14.789,289.62814,44.942421,CANDIDATE
,21.9578446,0.78,533.0,19.05,5192.0,4.583,0.802,13.596,287.06146,45.03043,CANDIDATE
,373.41509,2.55,158.0,0.15,4236.0,4.642,0.612,15.85,290.30774,45.01141,CANDIDATE
,107.904526,1.26,337.0,3.05,5565.0,4.574,0.802,14.295,287.86899,46.26936,CANDIDATE
,282.029084,2.33,363.0,4.12,6886.0,4.305,1.287,13.49,295.22586,46.22015,CANDIDATE
,3.1318392,1.5,1443.0,1025.14,6070.0,4.246,1.159,14.122,292.32944,47.835629,CANDIDATE
,207.767894,3.52,379.0,4.85,5210.0,3.894,1.849,13.744,298.06827,47.867809,CANDIDATE
,82.508054,14.04,878.0,140.61,4986.0,3.01,7.733,12.594,288.13202,47.995541,CANDIDATE
,113.083522,1.59,450.0,9.65,5903.0,4.179,1.4,13.336,288.72644,47.906872,CANDIDATE
,381.37504,1.24,212.0,0.48,5513.0,4.614,0.729,14.182,291.21762,47.95216,CANDIDATE
,529.39169,4.4,319.0,2.43,5283.0,3.699,2.504,13.156,288.03607,43.796139,CANDIDATE
Kepler-1630 b,509.997402,2.62,182.0,0.26,5037.0,4.54,0.756,14.15,297.5083,43.710949,CONFIRMED
,495.51899,2.94,305.0,2.03,6043.0,4.038,1.634,13.5,299.07831,45.05481,CANDIDATE
,388.048463,3.0,376.0,4.71,5779.0,3.765,2.46,11.084,284.31519,45.132259,CANDIDATE
,34.0269868,1.57,455.0,10.15,4999.0,4.514,0.801,15.592,293.01563,45.16674,CANDIDATE
,173.219879,2.41,405.0,6.39,6007.0,4.158,1.518,13.957,293.61044,45.160938,CANDIDATE
Kepler-1634 b,374.878133,4.27,282.0,1.49,5636.0,4.218,1.354,14.508,294.0434,45.139778,CONFIRMED
,511.882,2.56,241.0,0.79,6141.0,4.454,1.007,15.462,295.69479,46.319328,CANDIDATE
,96.16705,1.15,313.0,2.26,5147.0,4.617,0.716,13.419,300.47403,46.332039,CANDIDATE
Kepler-1636 b,425.483539,3.2,248.0,0.89,5977.0,4.473,1.022,15.807,294.05762,46.441029,CONFIRMED
,208.800733,2.88,347.0,3.43,6208.0,4.372,1.168,15.239,296.94031,46.494099,CANDIDATE
,113.71363032,,,,,,,15.499,296.75278,47.973282,CANDIDATE
,17.634272,1.69,842.0,118.84,4885.0,3.815,1.979,12.31,298.74216,47.945278,CANDIDATE
,208.047137,2.05,363.0,4.12,5991.0,4.175,1.2,13.934,294.28503,48.059448,CANDIDATE
,30.561533,1.53,379.0,4.86,4294.0,4.609,0.664,15.871,297.39093,48.03928,CANDIDATE
Kepler-1637 b,6.10968225,0.79,1093.0,337.78,6024.0,4.309,1.009,13.328,282.23685,48.154243,CONFIRMED
,292.09809,2.09,267.0,1.2,5955.0,4.534,0.883,15.003,297.75494,43.789261,CANDIDATE
,578.21623,3.54,328.0,2.74,5166.0,3.6,3.244,11.619,280.34219,43.83334,CANDIDATE
,56.648588,2.19,377.0,4.77,5023.0,4.565,0.782,15.602,281.8277,43.808689,CANDIDATE
,53.554546,3.1,769.0,82.79,6039.0,3.76,2.622,11.47,283.37384,43.801361,CANDIDATE
,119.079642,17.89,795.0,94.61,4849.0,2.942,8.984,13.468,286.92426,43.82943,CANDIDATE
,20.5858591,1.31,586.0,27.85,5523.0,4.526,0.753,15.306,300.9559,45.11108,CANDIDATE
,113.573945,3.45,496.0,14.32,5155.0,3.768,2.233,12.397,285.09998,45.23811,CANDIDATE
,542.91133,2.27,199.0,0.37,5583.0,4.559,0.824,15.373,289.3334,45.242641,CANDIDATE
,287.75613,3.4,215.0,0.5,4965.0,4.586,0.781,16.925,294.40469,46.56572,CANDIDATE
